traceid,label,activity,anomaly_type,anomaly_details
1,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,Q,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,O,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,R,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,S,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,T,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,U,skipping_activity,"{'index': 2, 'activity': 'L'}"
1,anomaly,END,skipping_activity,"{'index': 2, 'activity': 'L'}"
2,normal,START,,
2,normal,F,,
2,normal,G,,
2,normal,M,,
2,normal,O,,
2,normal,Q,,
2,normal,N,,
2,normal,P,,
2,normal,R,,
2,normal,S,,
2,normal,T,,
2,normal,U,,
2,normal,END,,
3,normal,START,,
3,normal,F,,
3,normal,L,,
3,normal,M,,
3,normal,P,,
3,normal,N,,
3,normal,O,,
3,normal,Q,,
3,normal,R,,
3,normal,S,,
3,normal,T,,
3,normal,U,,
3,normal,END,,
4,normal,START,,
4,normal,F,,
4,normal,J,,
4,normal,K,,
4,normal,M,,
4,normal,O,,
4,normal,P,,
4,normal,N,,
4,normal,Q,,
4,normal,R,,
4,normal,S,,
4,normal,T,,
4,normal,U,,
4,normal,END,,
5,normal,START,,
5,normal,F,,
5,normal,J,,
5,normal,K,,
5,normal,M,,
5,normal,N,,
5,normal,P,,
5,normal,O,,
5,normal,Q,,
5,normal,R,,
5,normal,S,,
5,normal,T,,
5,normal,U,,
5,normal,END,,
6,anomaly,START,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,F,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,G,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,M,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,Q,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,P,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,N,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,R,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,S,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,T,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,U,skipping_activity,"{'index': 7, 'activity': 'O'}"
6,anomaly,END,skipping_activity,"{'index': 7, 'activity': 'O'}"
7,normal,START,,
7,normal,F,,
7,normal,L,,
7,normal,M,,
7,normal,Q,,
7,normal,P,,
7,normal,N,,
7,normal,O,,
7,normal,R,,
7,normal,S,,
7,normal,T,,
7,normal,U,,
7,normal,END,,
8,normal,START,,
8,normal,F,,
8,normal,G,,
8,normal,M,,
8,normal,N,,
8,normal,O,,
8,normal,P,,
8,normal,Q,,
8,normal,R,,
8,normal,S,,
8,normal,T,,
8,normal,U,,
8,normal,END,,
9,normal,START,,
9,normal,F,,
9,normal,J,,
9,normal,K,,
9,normal,M,,
9,normal,N,,
9,normal,Q,,
9,normal,P,,
9,normal,O,,
9,normal,R,,
9,normal,S,,
9,normal,T,,
9,normal,U,,
9,normal,END,,
10,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,Q,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,O,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,P,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,R,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,S,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,T,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,U,skipping_activity,"{'index': 2, 'activity': 'G'}"
10,anomaly,END,skipping_activity,"{'index': 2, 'activity': 'G'}"
11,normal,START,,
11,normal,F,,
11,normal,L,,
11,normal,M,,
11,normal,O,,
11,normal,N,,
11,normal,Q,,
11,normal,P,,
11,normal,R,,
11,normal,S,,
11,normal,T,,
11,normal,U,,
11,normal,END,,
12,anomaly,START,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,F,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,L,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,M,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,P,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,O,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,N,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,R,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,S,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,T,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,U,skipping_activity,"{'index': 5, 'activity': 'Q'}"
12,anomaly,END,skipping_activity,"{'index': 5, 'activity': 'Q'}"
13,normal,START,,
13,normal,F,,
13,normal,J,,
13,normal,K,,
13,normal,M,,
13,normal,O,,
13,normal,Q,,
13,normal,P,,
13,normal,N,,
13,normal,R,,
13,normal,S,,
13,normal,T,,
13,normal,U,,
13,normal,END,,
14,normal,START,,
14,normal,F,,
14,normal,J,,
14,normal,K,,
14,normal,M,,
14,normal,O,,
14,normal,N,,
14,normal,Q,,
14,normal,P,,
14,normal,R,,
14,normal,S,,
14,normal,T,,
14,normal,U,,
14,normal,END,,
15,normal,START,,
15,normal,F,,
15,normal,J,,
15,normal,K,,
15,normal,M,,
15,normal,N,,
15,normal,Q,,
15,normal,P,,
15,normal,O,,
15,normal,R,,
15,normal,S,,
15,normal,T,,
15,normal,S,,
15,normal,T,,
15,normal,U,,
15,normal,END,,
16,normal,START,,
16,normal,F,,
16,normal,L,,
16,normal,M,,
16,normal,N,,
16,normal,P,,
16,normal,O,,
16,normal,Q,,
16,normal,R,,
16,normal,S,,
16,normal,T,,
16,normal,U,,
16,normal,END,,
17,normal,START,,
17,normal,F,,
17,normal,J,,
17,normal,K,,
17,normal,M,,
17,normal,O,,
17,normal,P,,
17,normal,Q,,
17,normal,N,,
17,normal,R,,
17,normal,S,,
17,normal,T,,
17,normal,U,,
17,normal,END,,
18,normal,START,,
18,normal,F,,
18,normal,G,,
18,normal,H,,
18,normal,I,,
18,normal,M,,
18,normal,O,,
18,normal,P,,
18,normal,Q,,
18,normal,N,,
18,normal,R,,
18,normal,S,,
18,normal,T,,
18,normal,S,,
18,normal,T,,
18,normal,U,,
18,normal,END,,
19,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'R'}"
19,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'R'}"
19,anomaly,G,skipping_activity,"{'index': 10, 'activity': 'R'}"
19,anomaly,H,skipping_activity,"{'index': 10, 'activity': 'R'}"
