traceid,label,activity,anomaly_type,anomaly_details
1,anomaly,START,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,J,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,F,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,L,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,M,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,Q,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,O,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,N,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,P,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,R,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,S,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,T,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,U,activity_insertion,"{'index': 1, 'activity': 'J'}"
1,anomaly,END,activity_insertion,"{'index': 1, 'activity': 'J'}"
2,normal,START,,
2,normal,F,,
2,normal,G,,
2,normal,M,,
2,normal,O,,
2,normal,Q,,
2,normal,N,,
2,normal,P,,
2,normal,R,,
2,normal,S,,
2,normal,T,,
2,normal,U,,
2,normal,END,,
3,anomaly,START,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,F,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,L,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,M,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,Q,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,P,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,N,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,O,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,Q,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,R,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,S,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,T,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,U,activity_insertion,"{'index': 4, 'activity': 'Q'}"
3,anomaly,END,activity_insertion,"{'index': 4, 'activity': 'Q'}"
4,normal,START,,
4,normal,F,,
4,normal,J,,
4,normal,K,,
4,normal,M,,
4,normal,O,,
4,normal,P,,
4,normal,N,,
4,normal,Q,,
4,normal,R,,
4,normal,S,,
4,normal,T,,
4,normal,U,,
4,normal,END,,
5,normal,START,,
5,normal,F,,
5,normal,J,,
5,normal,K,,
5,normal,M,,
5,normal,N,,
5,normal,P,,
5,normal,O,,
5,normal,Q,,
5,normal,R,,
5,normal,S,,
5,normal,T,,
5,normal,U,,
5,normal,END,,
6,normal,START,,
6,normal,F,,
6,normal,G,,
6,normal,M,,
6,normal,Q,,
6,normal,P,,
6,normal,N,,
6,normal,O,,
6,normal,R,,
6,normal,S,,
6,normal,T,,
6,normal,U,,
6,normal,END,,
7,normal,START,,
7,normal,F,,
7,normal,L,,
7,normal,M,,
7,normal,Q,,
7,normal,P,,
7,normal,N,,
7,normal,O,,
7,normal,R,,
7,normal,S,,
7,normal,T,,
7,normal,U,,
7,normal,END,,
8,normal,START,,
8,normal,F,,
