traceid,label,activity,anomaly_type,anomaly_details
1,anomaly,START,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,F,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,L,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,M,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,Q,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,O,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,R,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,P,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,N,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,S,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,T,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,U,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
1,anomaly,END,activity_switching,"{'index1': 6, 'index2': 8, 'activity1': 'N', 'activity2': 'R'}"
2,normal,START,,
2,normal,F,,
2,normal,G,,
2,normal,M,,
2,normal,O,,
2,normal,Q,,
2,normal,N,,
2,normal,P,,
2,normal,R,,
2,normal,S,,
2,normal,T,,
2,normal,U,,
2,normal,END,,
3,normal,START,,
3,normal,F,,
3,normal,L,,
3,normal,M,,
3,normal,P,,
3,normal,N,,
3,normal,O,,
3,normal,Q,,
3,normal,R,,
3,normal,S,,
3,normal,T,,
3,normal,U,,
3,normal,END,,
4,normal,START,,
4,normal,F,,
4,normal,J,,
4,normal,K,,
4,normal,M,,
4,normal,O,,
4,normal,P,,
4,normal,N,,
4,normal,Q,,
4,normal,R,,
4,normal,S,,
4,normal,T,,
4,normal,U,,
4,normal,END,,
5,normal,START,,
5,normal,F,,
5,normal,J,,
5,normal,K,,
5,normal,M,,
5,normal,N,,
5,normal,P,,
5,normal,O,,
5,normal,Q,,
5,normal,R,,
5,normal,S,,
5,normal,T,,
5,normal,U,,
5,normal,END,,
6,normal,START,,
6,normal,F,,
6,normal,G,,
6,normal,M,,
6,normal,Q,,
6,normal,P,,
6,normal,N,,
6,normal,O,,
6,normal,R,,
6,normal,S,,
6,normal,T,,
6,normal,U,,
6,normal,END,,
7,normal,START,,
7,normal,F,,
7,normal,L,,
7,normal,M,,
7,normal,Q,,
7,normal,P,,
7,normal,N,,
7,normal,O,,
7,normal,R,,
7,normal,S,,
7,normal,T,,
7,normal,U,,
7,normal,END,,
8,normal,START,,
8,normal,F,,
8,normal,G,,
