traceid,label,activity,anomaly_type,anomaly_details
1,normal,START,,
1,normal,F,,
1,normal,L,,
1,normal,M,,
1,normal,Q,,
1,normal,O,,
1,normal,N,,
1,normal,P,,
1,normal,R,,
1,normal,S,,
1,normal,T,,
1,normal,U,,
1,normal,END,,
2,normal,START,,
2,normal,F,,
2,normal,G,,
2,normal,M,,
2,normal,O,,
2,normal,Q,,
2,normal,N,,
2,normal,P,,
2,normal,R,,
2,normal,S,,
2,normal,T,,
2,normal,U,,
2,normal,END,,
3,anomaly,START,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,F,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,L,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,M,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,P,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,N,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,Q,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,R,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,S,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,T,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,U,skipping_activity,"{'index': 6, 'activity': 'O'}"
3,anomaly,END,skipping_activity,"{'index': 6, 'activity': 'O'}"
4,anomaly,START,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,F,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,J,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,K,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,M,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,O,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,P,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,N,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,Q,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,R,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,T,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,U,skipping_activity,"{'index': 10, 'activity': 'S'}"
4,anomaly,END,skipping_activity,"{'index': 10, 'activity': 'S'}"
5,anomaly,START,skipping_activity,"{'index': 2, 'activity': 'J'}"
5,anomaly,F,skipping_activity,"{'index': 2, 'activity': 'J'}"
5,anomaly,K,skipping_activity,"{'index': 2, 'activity': 'J'}"
5,anomaly,M,skipping_activity,"{'index': 2, 'activity': 'J'}"
5,anomaly,N,skipping_activity,"{'index': 2, 'activity': 'J'}"
