traceid,label,activity,anomaly_type,anomaly_details
1,normal,START,,
1,normal,F,,
1,normal,L,,
1,normal,M,,
1,normal,Q,,
1,normal,O,,
1,normal,N,,
1,normal,P,,
1,normal,R,,
1,normal,S,,
1,normal,T,,
1,normal,U,,
1,normal,END,,
2,anomaly,START,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,F,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,I,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,G,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,M,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,O,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,Q,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,N,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,P,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,R,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,S,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,T,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,U,activity_insertion,"{'index': 2, 'activity': 'I'}"
2,anomaly,END,activity_insertion,"{'index': 2, 'activity': 'I'}"
3,anomaly,START,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,F,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,L,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,M,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,P,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,T,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,N,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,O,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,Q,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,R,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,S,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,T,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,U,activity_insertion,"{'index': 5, 'activity': 'T'}"
3,anomaly,END,activity_insertion,"{'index': 5, 'activity': 'T'}"
4,normal,START,,
4,normal,F,,
4,normal,J,,
4,normal,K,,
4,normal,M,,
4,normal,O,,
4,normal,P,,
4,normal,N,,
4,normal,Q,,
4,normal,R,,
4,normal,S,,
4,normal,T,,
4,normal,U,,
4,normal,END,,
5,normal,START,,
5,normal,F,,
5,normal,J,,
5,normal,K,,
5,normal,M,,
5,normal,N,,
5,normal,P,,
5,normal,O,,
5,normal,Q,,
5,normal,R,,
